Start date;End date;Spot-Prices (€/MWh);Solarpark Inden CF (West);Solarpark Weesow-Willmersdorf (East);Solarpark Lauingen (Helmeringen 1, 2 und 3) (South);Solarpark Eggebek (North)
31.05.2025 15:00;31.05.2025 17:00;-0,05;0,12;0,205;0,366;0,34
31.05.2025 16:00;31.05.2025 18:00;41,4;0,099;0,07;0,2;0,209
31.05.2025 17:00;31.05.2025 19:00;88,85;0,02;0,037;0,06;0,092
31.05.2025 18:00;31.05.2025 20:00;131,41;0;0,009;0,013;0,029
31.05.2025 19:00;31.05.2025 21:00;192,35;0;0;0;0
31.05.2025 20:00;31.05.2025 22:00;192,37;0;0;0;0
31.05.2025 21:00;31.05.2025 23:00;133,49;0;0;0;0
31.05.2025 22:00;01.06.2025 00:00;102,06;0;0;0;0
31.05.2025 23:00;01.06.2025 01:00;92,53;0;0;0;0
01.06.2025 00:00;01.06.2025 02:00;85,22;0;0;0;0
01.06.2025 01:00;01.06.2025 03:00;77,13;0;0;0;0
01.06.2025 02:00;01.06.2025 04:00;74,09;0;0;0;0
01.06.2025 03:00;01.06.2025 05:00;72,66;0;0,007;0;0
01.06.2025 04:00;01.06.2025 06:00;66,11;0,015;0,054;0,032;0,001
01.06.2025 05:00;01.06.2025 07:00;35,84;0,091;0,134;0,07;0,016
01.06.2025 06:00;01.06.2025 08:00;13;0,202;0,17;0,099;0,076
01.06.2025 07:00;01.06.2025 09:00;2,4;0,335;0,153;0,145;0,187
01.06.2025 08:00;01.06.2025 10:00;-0,01;0,404;0,163;0,2;0,375
01.06.2025 09:00;01.06.2025 11:00;-0,6;0,342;0,234;0,234;0,512
01.06.2025 10:00;01.06.2025 12:00;-2,11;0,301;0,556;0,26;0,632
01.06.2025 11:00;01.06.2025 13:00;-5,48;0,343;0,627;0,262;0,674
01.06.2025 12:00;01.06.2025 14:00;-12,93;0,432;0,556;0,247;0,586
01.06.2025 13:00;01.06.2025 15:00;-20,41;0,555;0,411;0,275;0,415
01.06.2025 14:00;01.06.2025 16:00;-15,61;0,466;0,262;0,237;0,303
01.06.2025 15:00;01.06.2025 17:00;-6;0,317;0,111;0,138;0,225
01.06.2025 16:00;01.06.2025 18:00;-0,99;0,172;0,042;0,12;0,145
01.06.2025 17:00;01.06.2025 19:00;19,23;0,088;0,011;0,045;0,056
01.06.2025 18:00;01.06.2025 20:00;78,85;0,027;0;0,003;0,018
01.06.2025 19:00;01.06.2025 21:00;93,66;0;0;0;0
01.06.2025 20:00;01.06.2025 22:00;106,86;0;0;0;0
01.06.2025 21:00;01.06.2025 23:00;105,93;0;0;0;0
01.06.2025 22:00;02.06.2025 00:00;90,49;0;0;0;0
01.06.2025 23:00;02.06.2025 01:00;81,76;0;0;0;0
02.06.2025 00:00;02.06.2025 02:00;75,31;0;0;0;0
02.06.2025 01:00;02.06.2025 03:00;75;0;0;0;0
02.06.2025 02:00;02.06.2025 04:00;77,75;0;0;0;0
02.06.2025 03:00;02.06.2025 05:00;83,05;0;0,005;0;0,002
02.06.2025 04:00;02.06.2025 06:00;91,93;0,022;0,053;0,015;0,043
02.06.2025 05:00;02.06.2025 07:00;108,15;0,091;0,147;0,097;0,113
02.06.2025 06:00;02.06.2025 08:00;117,9;0,217;0,264;0,242;0,216
02.06.2025 07:00;02.06.2025 09:00;102,36;0,359;0,337;0,137;0,361
02.06.2025 08:00;02.06.2025 10:00;85,6;0,464;0,439;0,12;0,49
02.06.2025 09:00;02.06.2025 11:00;57,47;0,585;0,528;0,157;0,542
02.06.2025 10:00;02.06.2025 12:00;33,21;0,689;0,498;0,218;0,616
02.06.2025 11:00;02.06.2025 13:00;20;0,706;0,285;0,369;0,651
02.06.2025 12:00;02.06.2025 14:00;12,78;0,662;0,327;0,532;0,646
02.06.2025 13:00;02.06.2025 15:00;11;0,591;0,301;0,434;0,608
02.06.2025 14:00;02.06.2025 16:00;19,75;0,444;0,3;0,205;0,533
02.06.2025 15:00;02.06.2025 17:00;55,84;0,284;0,272;0,098;0,407
02.06.2025 16:00;02.06.2025 18:00;82,8;0,164;0,169;0,084;0,249
02.06.2025 17:00;02.06.2025 19:00;94,95;0,098;0,066;0,056;0,098
02.06.2025 18:00;02.06.2025 20:00;109,32;0,033;0,017;0,009;0,034
02.06.2025 19:00;02.06.2025 21:00;195,91;0;0;0;0
02.06.2025 20:00;02.06.2025 22:00;245,37;0;0;0;0
02.06.2025 21:00;02.06.2025 23:00;141,66;0;0;0;0
02.06.2025 22:00;03.06.2025 00:00;110,04;0;0;0;0
02.06.2025 23:00;03.06.2025 01:00;111,49;0;0;0;0
03.06.2025 00:00;03.06.2025 02:00;109,91;0;0;0;0
03.06.2025 01:00;03.06.2025 03:00;102,02;0;0;0;0
03.06.2025 02:00;03.06.2025 04:00;99,23;0;0;0;0
03.06.2025 03:00;03.06.2025 05:00;94,89;0;0,008;0;0,004
03.06.2025 04:00;03.06.2025 06:00;107,6;0,023;0,042;0,028;0,032
03.06.2025 05:00;03.06.2025 07:00;130,76;0,089;0,169;0,107;0,138
03.06.2025 06:00;03.06.2025 08:00;116,85;0,256;0,336;0,228;0,309
03.06.2025 07:00;03.06.2025 09:00;85,98;0,423;0,485;0,391;0,464
03.06.2025 08:00;03.06.2025 10:00;59,46;0,559;0,603;0,486;0,572
03.06.2025 09:00;03.06.2025 11:00;2;0,652;0,685;0,51;0,625
03.06.2025 10:00;03.06.2025 12:00;-0,05;0,707;0,727;0,536;0,665
03.06.2025 11:00;03.06.2025 13:00;-1,01;0,72;0,726;0,575;0,671
03.06.2025 12:00;03.06.2025 14:00;-3;0,699;0,683;0,476;0,654
03.06.2025 13:00;03.06.2025 15:00;-4,32;0,638;0,606;0,339;0,606
03.06.2025 14:00;03.06.2025 16:00;-1,33;0,538;0,491;0,229;0,514
03.06.2025 15:00;03.06.2025 17:00;0;0,382;0,306;0,149;0,27
03.06.2025 16:00;03.06.2025 18:00;66;0,22;0,172;0,066;0,179
03.06.2025 17:00;03.06.2025 19:00;87,79;0,098;0,06;0,022;0,075
03.06.2025 18:00;03.06.2025 20:00;109,41;0,028;0,011;0,001;0,026
03.06.2025 19:00;03.06.2025 21:00;132,9;0;0;0;0
03.06.2025 20:00;03.06.2025 22:00;112,29;0;0;0;0
03.06.2025 21:00;03.06.2025 23:00;106,12;0;0;0;0
03.06.2025 22:00;04.06.2025 00:00;95,49;0;0;0;0
03.06.2025 23:00;04.06.2025 01:00;74,95;0;0;0;0
04.06.2025 00:00;04.06.2025 02:00;67,25;0;0;0;0
04.06.2025 01:00;04.06.2025 03:00;64,78;0;0;0;0
04.06.2025 02:00;04.06.2025 04:00;65;0;0;0;0
04.06.2025 03:00;04.06.2025 05:00;68,32;0;0,008;0;0
04.06.2025 04:00;04.06.2025 06:00;80,32;0,01;0,06;0,009;0,035
04.06.2025 05:00;04.06.2025 07:00;99,77;0,055;0,162;0,103;0,087
04.06.2025 06:00;04.06.2025 08:00;113,74;0,178;0,293;0,211;0,157
04.06.2025 07:00;04.06.2025 09:00;112,4;0,375;0,423;0,283;0,213
04.06.2025 08:00;04.06.2025 10:00;79,08;0,5;0,451;0,129;0,237
04.06.2025 09:00;04.06.2025 11:00;72,4;0,561;0,335;0,209;0,263
04.06.2025 10:00;04.06.2025 12:00;48,36;0,492;0,163;0,612;0,289
04.06.2025 11:00;04.06.2025 13:00;20,12;0,486;0,174;0,664;0,352
04.06.2025 12:00;04.06.2025 14:00;9,69;0,523;0,178;0,591;0,333
04.06.2025 13:00;04.06.2025 15:00;18,26;0,462;0,149;0,456;0,32
04.06.2025 14:00;04.06.2025 16:00;43,35;0,332;0,124;0,278;0,305
04.06.2025 15:00;04.06.2025 17:00;72,4;0,189;0,058;0,156;0,267
04.06.2025 16:00;04.06.2025 18:00;91,45;0,13;0,033;0,077;0,21
04.06.2025 17:00;04.06.2025 19:00;108,91;0,071;0,01;0,035;0,109
04.06.2025 18:00;04.06.2025 20:00;145,98;0,023;0;0;0,04
04.06.2025 19:00;04.06.2025 21:00;192,85;0;0;0;0
04.06.2025 20:00;04.06.2025 22:00;138,82;0;0;0;0
04.06.2025 21:00;04.06.2025 23:00;112,43;0;0;0;0
04.06.2025 22:00;05.06.2025 00:00;94,08;0;0;0;0
04.06.2025 23:00;05.06.2025 01:00;97,67;0;0;0;0
05.06.2025 00:00;05.06.2025 02:00;92,7;0;0;0;0
05.06.2025 01:00;05.06.2025 03:00;86,84;0;0;0;0
05.06.2025 02:00;05.06.2025 04:00;86,1;0;0;0;0
05.06.2025 03:00;05.06.2025 05:00;87,01;0;0,006;0;0,004
05.06.2025 04:00;05.06.2025 06:00;88,09;0,029;0,049;0,026;0,049
05.06.2025 05:00;05.06.2025 07:00;113,78;0,099;0,124;0,07;0,131
05.06.2025 06:00;05.06.2025 08:00;129,03;0,216;0,227;0,108;0,249
05.06.2025 07:00;05.06.2025 09:00;116,6;0,359;0,381;0,198;0,369
05.06.2025 08:00;05.06.2025 10:00;83,03;0,46;0,476;0,417;0,46
05.06.2025 09:00;05.06.2025 11:00;66;0,484;0,504;0,483;0,51
05.06.2025 10:00;05.06.2025 12:00;46,18;0,384;0,489;0,577;0,531
05.06.2025 11:00;05.06.2025 13:00;20;0,271;0,308;0,588;0,493
05.06.2025 12:00;05.06.2025 14:00;11,03;0,24;0,232;0,54;0,408
05.06.2025 13:00;05.06.2025 15:00;7,07;0,405;0,246;0,44;0,197
05.06.2025 14:00;05.06.2025 16:00;19,87;0,443;0,261;0,228;0,093
05.06.2025 15:00;05.06.2025 17:00;57,5;0,291;0,277;0,112;0,048
05.06.2025 16:00;05.06.2025 18:00;81,08;0,132;0,174;0,102;0,029
05.06.2025 17:00;05.06.2025 19:00;100,94;0,047;0,062;0,083;0,034
05.06.2025 18:00;05.06.2025 20:00;112,19;0,003;0,005;0,018;0,018
05.06.2025 19:00;05.06.2025 21:00;136,4;0;0;0;0
05.06.2025 20:00;05.06.2025 22:00;106,95;0;0;0;0
05.06.2025 21:00;05.06.2025 23:00;96,37;0;0;0;0
05.06.2025 22:00;06.06.2025 00:00;81,36;0;0;0;0
05.06.2025 23:00;06.06.2025 01:00;76,29;0;0;0;0
06.06.2025 00:00;06.06.2025 02:00;66,12;0;0;0;0
06.06.2025 01:00;06.06.2025 03:00;60,86;0;0;0;0
06.06.2025 02:00;06.06.2025 04:00;55,27;0;0;0;0
06.06.2025 03:00;06.06.2025 05:00;52,78;0;0;0;0
06.06.2025 04:00;06.06.2025 06:00;63,7;0,027;0,043;0,032;0,002
06.06.2025 05:00;06.06.2025 07:00;67,02;0,096;0,121;0,111;0,029
06.06.2025 06:00;06.06.2025 08:00;74,43;0,217;0,21;0,248;0,161
06.06.2025 07:00;06.06.2025 09:00;59,61;0,325;0,253;0,435;0,358
06.06.2025 08:00;06.06.2025 10:00;3,94;0,469;0,328;0,575;0,477
06.06.2025 09:00;06.06.2025 11:00;-0,01;0,631;0,402;0,645;0,524
06.06.2025 10:00;06.06.2025 12:00;-0,27;0,699;0,47;0,675;0,569
06.06.2025 11:00;06.06.2025 13:00;-2,07;0,7;0,532;0,628;0,644
06.06.2025 12:00;06.06.2025 14:00;-4,93;0,654;0,487;0,579;0,666
06.06.2025 13:00;06.06.2025 15:00;-5,06;0,559;0,467;0,48;0,617
06.06.2025 14:00;06.06.2025 16:00;-4,96;0,467;0,457;0,406;0,517
06.06.2025 15:00;06.06.2025 17:00;-1;0,335;0,34;0,288;0,373
06.06.2025 16:00;06.06.2025 18:00;0;0,197;0,189;0,156;0,219
06.06.2025 17:00;06.06.2025 19:00;50,47;0,109;0,067;0,065;0,099
06.06.2025 18:00;06.06.2025 20:00;84,19;0,033;0,018;0,011;0,032
06.06.2025 19:00;06.06.2025 21:00;112,57;0;0;0;0
06.06.2025 20:00;06.06.2025 22:00;129,29;0;0;0;0
06.06.2025 21:00;06.06.2025 23:00;125,72;0;0;0;0
06.06.2025 22:00;07.06.2025 00:00;103,24;0;0;0;0
06.06.2025 23:00;07.06.2025 01:00;87,61;0;0;0;0
07.06.2025 00:00;07.06.2025 02:00;83,5;0;0;0;0
07.06.2025 01:00;07.06.2025 03:00;78,02;0;0;0;0
07.06.2025 02:00;07.06.2025 04:00;81,89;0;0;0;0
07.06.2025 03:00;07.06.2025 05:00;82,27;0;0,008;0;0
07.06.2025 04:00;07.06.2025 06:00;81,99;0,01;0,061;0,011;0,033
07.06.2025 05:00;07.06.2025 07:00;85,47;0,082;0,152;0,058;0,121
07.06.2025 06:00;07.06.2025 08:00;86,74;0,209;0,226;0,09;0,233
07.06.2025 07:00;07.06.2025 09:00;79,86;0,352;0,282;0,202;0,308
07.06.2025 08:00;07.06.2025 10:00;65,3;0,438;0,354;0,321;0,386
07.06.2025 09:00;07.06.2025 11:00;30,53;0,528;0,221;0,477;0,363
07.06.2025 10:00;07.06.2025 12:00;9,44;0,547;0,223;0,5;0,344
07.06.2025 11:00;07.06.2025 13:00;1,19;0,509;0,312;0,465;0,306
07.06.2025 12:00;07.06.2025 14:00;-0,01;0,374;0,554;0,399;0,302
07.06.2025 13:00;07.06.2025 15:00;-0,02;0,406;0,452;0,335;0,211
07.06.2025 14:00;07.06.2025 16:00;-0,02;0,452;0,213;0,354;0,137
07.06.2025 15:00;07.06.2025 17:00;-0,87;0,349;0,184;0,329;0,115
07.06.2025 16:00;07.06.2025 18:00;26,91;0,212;0,145;0,208;0,111
07.06.2025 17:00;07.06.2025 19:00;70,1;0,108;0,06;0,078;0,062
07.06.2025 18:00;07.06.2025 20:00;85,01;0,037;0,009;0,015;0,027
07.06.2025 19:00;07.06.2025 21:00;109,9;0;0;0;0
07.06.2025 20:00;07.06.2025 22:00;110,26;0;0;0;0
07.06.2025 21:00;07.06.2025 23:00;98,01;0;0;0;0
07.06.2025 22:00;08.06.2025 00:00;80,09;0;0;0;0
07.06.2025 23:00;08.06.2025 01:00;93,84;0;0;0;0
08.06.2025 00:00;08.06.2025 02:00;83;0;0;0;0
08.06.2025 01:00;08.06.2025 03:00;76,86;0;0;0;0
08.06.2025 02:00;08.06.2025 04:00;69,74;0;0;0;0
08.06.2025 03:00;08.06.2025 05:00;67,02;0;0,01;0;0
08.06.2025 04:00;08.06.2025 06:00;55,66;0,016;0,06;0,026;0,018
08.06.2025 05:00;08.06.2025 07:00;39,02;0,09;0,154;0,108;0,053
08.06.2025 06:00;08.06.2025 08:00;3,71;0,216;0,236;0,256;0,091
08.06.2025 07:00;08.06.2025 09:00;0;0,385;0,199;0,406;0,13
08.06.2025 08:00;08.06.2025 10:00;-0,5;0,516;0,368;0,523;0,16
08.06.2025 09:00;08.06.2025 11:00;-2;0,58;0,311;0,548;0,189
08.06.2025 10:00;08.06.2025 12:00;-8,21;0,606;0,265;0,502;0,205
08.06.2025 11:00;08.06.2025 13:00;-19,92;0,561;0,479;0,503;0,215
08.06.2025 12:00;08.06.2025 14:00;-39,98;0,56;0,489;0,502;0,226
08.06.2025 13:00;08.06.2025 15:00;-52,56;0,576;0,376;0,548;0,245
08.06.2025 14:00;08.06.2025 16:00;-53,06;0,512;0,303;0,465;0,267
08.06.2025 15:00;08.06.2025 17:00;-38,89;0,386;0,237;0,319;0,251
08.06.2025 16:00;08.06.2025 18:00;-16,71;0,247;0,132;0,158;0,196
08.06.2025 17:00;08.06.2025 19:00;-0,01;0,115;0,068;0,077;0,104
08.06.2025 18:00;08.06.2025 20:00;39,65;0,037;0,018;0,018;0,037
08.06.2025 19:00;08.06.2025 21:00;60,88;0;0;0;0
08.06.2025 20:00;08.06.2025 22:00;69,55;0;0;0;0
08.06.2025 21:00;08.06.2025 23:00;65,07;0;0;0;0
08.06.2025 22:00;09.06.2025 00:00;51,13;0;0;0;0
08.06.2025 23:00;09.06.2025 01:00;4,8;0;0;0;0
09.06.2025 00:00;09.06.2025 02:00;4,15;0;0;0;0
09.06.2025 01:00;09.06.2025 03:00;4,19;0;0;0;0
09.06.2025 02:00;09.06.2025 04:00;4,27;0;0;0;0
09.06.2025 03:00;09.06.2025 05:00;13,42;0;0,007;0;0,006
09.06.2025 04:00;09.06.2025 06:00;32,2;0,028;0,053;0,034;0,043
09.06.2025 05:00;09.06.2025 07:00;44,97;0,098;0,119;0,122;0,138
09.06.2025 06:00;09.06.2025 08:00;40,04;0,223;0,217;0,286;0,3
09.06.2025 07:00;09.06.2025 09:00;2,97;0,366;0,411;0,449;0,457
09.06.2025 08:00;09.06.2025 10:00;-0,62;0,497;0,555;0,582;0,584
09.06.2025 09:00;09.06.2025 11:00;-1,14;0,57;0,636;0,673;0,66
09.06.2025 10:00;09.06.2025 12:00;-4,14;0,613;0,689;0,724;0,709
09.06.2025 11:00;09.06.2025 13:00;-10;0,558;0,697;0,733;0,719
09.06.2025 12:00;09.06.2025 14:00;-19,33;0,56;0,649;0,696;0,68
09.06.2025 13:00;09.06.2025 15:00;-15,76;0,584;0,556;0,626;0,602
09.06.2025 14:00;09.06.2025 16:00;-4,5;0,483;0,446;0,516;0,495
09.06.2025 15:00;09.06.2025 17:00;-1;0,368;0,307;0,377;0,363
09.06.2025 16:00;09.06.2025 18:00;0,09;0,221;0,178;0,212;0,181
09.06.2025 17:00;09.06.2025 19:00;69,54;0,087;0,069;0,067;0,067
09.06.2025 18:00;09.06.2025 20:00;117,79;0,023;0,018;0,017;0,032
09.06.2025 19:00;09.06.2025 21:00;141,4;0;0;0;0
09.06.2025 20:00;09.06.2025 22:00;148,42;0;0;0;0
09.06.2025 21:00;09.06.2025 23:00;126,52;0;0;0;0
09.06.2025 22:00;10.06.2025 00:00;101,19;0;0;0;0
09.06.2025 23:00;10.06.2025 01:00;86,65;0;0;0;0
10.06.2025 00:00;10.06.2025 02:00;78,07;0;0;0;0
10.06.2025 01:00;10.06.2025 03:00;69,66;0;0;0;0
10.06.2025 02:00;10.06.2025 04:00;59,95;0;0;0;0
10.06.2025 03:00;10.06.2025 05:00;54,16;0;0,002;0;0
10.06.2025 04:00;10.06.2025 06:00;62,18;0,007;0,032;0,038;0,004
10.06.2025 05:00;10.06.2025 07:00;74,62;0,067;0,075;0,127;0,024
10.06.2025 06:00;10.06.2025 08:00;82,79;0,163;0,108;0,283;0,055
10.06.2025 07:00;10.06.2025 09:00;83,17;0,266;0,143;0,425;0,091
10.06.2025 08:00;10.06.2025 10:00;69;0,383;0,156;0,528;0,134
10.06.2025 09:00;10.06.2025 11:00;22,21;0,366;0,172;0,641;0,218
10.06.2025 10:00;10.06.2025 12:00;0,1;0,401;0,239;0,631;0,366
10.06.2025 11:00;10.06.2025 13:00;-0,19;0,449;0,391;0,508;0,221
10.06.2025 12:00;10.06.2025 14:00;-2,33;0,466;0,41;0,444;0,176
10.06.2025 13:00;10.06.2025 15:00;-4,26;0,385;0,231;0,314;0,172
10.06.2025 14:00;10.06.2025 16:00;-1,04;0,295;0,135;0,239;0,191
10.06.2025 15:00;10.06.2025 17:00;0,03;0,19;0,111;0,148;0,197
10.06.2025 16:00;10.06.2025 18:00;53,99;0,114;0,071;0,1;0,151
10.06.2025 17:00;10.06.2025 19:00;69,6;0,057;0,031;0,072;0,079
10.06.2025 18:00;10.06.2025 20:00;82,08;0,02;0,007;0,018;0,028
10.06.2025 19:00;10.06.2025 21:00;83,97;0;0;0;0
10.06.2025 20:00;10.06.2025 22:00;91,28;0;0;0;0
10.06.2025 21:00;10.06.2025 23:00;97,94;0;0;0;0
10.06.2025 22:00;11.06.2025 00:00;85,31;0;0;0;0
10.06.2025 23:00;11.06.2025 01:00;73,01;0;0;0;0
11.06.2025 00:00;11.06.2025 02:00;71,38;0;0;0;0
11.06.2025 01:00;11.06.2025 03:00;70,58;0;0;0;0
11.06.2025 02:00;11.06.2025 04:00;69,86;0;0;0;0
11.06.2025 03:00;11.06.2025 05:00;73,59;0;0,007;0;0,007
11.06.2025 04:00;11.06.2025 06:00;83,6;0,026;0,053;0,035;0,037
11.06.2025 05:00;11.06.2025 07:00;101,26;0,09;0,146;0,117;0,136
11.06.2025 06:00;11.06.2025 08:00;107,8;0,256;0,311;0,269;0,304
11.06.2025 07:00;11.06.2025 09:00;85,09;0,426;0,419;0,423;0,467
11.06.2025 08:00;11.06.2025 10:00;66,7;0,567;0,536;0,535;0,598
11.06.2025 09:00;11.06.2025 11:00;22,98;0,669;0,677;0,647;0,689
11.06.2025 10:00;11.06.2025 12:00;1,3;0,727;0,731;0,726;0,74
11.06.2025 11:00;11.06.2025 13:00;-0,36;0,745;0,733;0,74;0,752
11.06.2025 12:00;11.06.2025 14:00;-0,97;0,725;0,695;0,712;0,727
11.06.2025 13:00;11.06.2025 15:00;-3,4;0,666;0,621;0,645;0,663
11.06.2025 14:00;11.06.2025 16:00;-2,4;0,568;0,508;0,538;0,556
11.06.2025 15:00;11.06.2025 17:00;-0,01;0,432;0,361;0,392;0,405
11.06.2025 16:00;11.06.2025 18:00;66,47;0,27;0,197;0,221;0,236
11.06.2025 17:00;11.06.2025 19:00;89,34;0,109;0,064;0,061;0,101
11.06.2025 18:00;11.06.2025 20:00;132,28;0,031;0,018;0,017;0,036
11.06.2025 19:00;11.06.2025 21:00;217;0;0;0;0
11.06.2025 20:00;11.06.2025 22:00;180;0;0;0;0
11.06.2025 21:00;11.06.2025 23:00;119,34;0;0;0;0
11.06.2025 22:00;12.06.2025 00:00;94,07;0;0;0;0
11.06.2025 23:00;12.06.2025 01:00;92,91;0;0;0;0
12.06.2025 00:00;12.06.2025 02:00;87,7;0;0;0;0
12.06.2025 01:00;12.06.2025 03:00;85,43;0;0;0;0
12.06.2025 02:00;12.06.2025 04:00;84,85;0;0;0;0
12.06.2025 03:00;12.06.2025 05:00;89,06;0;0,012;0;0,007
12.06.2025 04:00;12.06.2025 06:00;92;0,024;0,048;0,027;0,035
12.06.2025 05:00;12.06.2025 07:00;114,85;0,089;0,166;0,121;0,136
12.06.2025 06:00;12.06.2025 08:00;104,3;0,257;0,332;0,298;0,303
12.06.2025 07:00;12.06.2025 09:00;78,86;0,424;0,491;0,462;0,461
12.06.2025 08:00;12.06.2025 10:00;36,09;0,56;0,61;0,592;0,587
12.06.2025 09:00;12.06.2025 11:00;0;0,657;0,69;0,681;0,679
12.06.2025 10:00;12.06.2025 12:00;-2;0,714;0,727;0,728;0,729
12.06.2025 11:00;12.06.2025 13:00;-15,91;0,731;0,727;0,736;0,742
12.06.2025 12:00;12.06.2025 14:00;-27,9;0,71;0,689;0,707;0,718
12.06.2025 13:00;12.06.2025 15:00;-25,47;0,65;0,613;0,638;0,657
12.06.2025 14:00;12.06.2025 16:00;-11,57;0,546;0,501;0,53;0,557
12.06.2025 15:00;12.06.2025 17:00;-2,78;0,39;0,357;0,386;0,422
12.06.2025 16:00;12.06.2025 18:00;14,9;0,224;0,195;0,218;0,259
12.06.2025 17:00;12.06.2025 19:00;79,96;0,103;0,053;0,06;0,097
12.06.2025 18:00;12.06.2025 20:00;112,55;0,034;0,019;0,016;0,029
12.06.2025 19:00;12.06.2025 21:00;132;0;0;0;0
12.06.2025 20:00;12.06.2025 22:00;111;0;0;0;0
12.06.2025 21:00;12.06.2025 23:00;105;0;0;0;0
12.06.2025 22:00;13.06.2025 00:00;86,9;0;0;0;0
12.06.2025 23:00;13.06.2025 01:00;70,29;0;0;0;0
13.06.2025 00:00;13.06.2025 02:00;55,25;0;0;0;0
13.06.2025 01:00;13.06.2025 03:00;58,61;0;0;0;0
13.06.2025 02:00;13.06.2025 04:00;63,42;0;0;0;0
13.06.2025 03:00;13.06.2025 05:00;63,84;0;0,012;0;0,008
13.06.2025 04:00;13.06.2025 06:00;70,71;0,021;0,037;0,031;0,037
13.06.2025 05:00;13.06.2025 07:00;83,68;0,076;0,174;0,12;0,136
13.06.2025 06:00;13.06.2025 08:00;87,26;0,15;0,344;0,289;0,292
13.06.2025 07:00;13.06.2025 09:00;77,39;0,228;0,496;0,448;0,441
13.06.2025 08:00;13.06.2025 10:00;40,03;0,327;0,612;0,571;0,565
13.06.2025 09:00;13.06.2025 11:00;4,1;0,445;0,691;0,654;0,657
13.06.2025 10:00;13.06.2025 12:00;-0,03;0,536;0,73;0,703;0,688
13.06.2025 11:00;13.06.2025 13:00;-2,05;0,621;0,73;0,714;0,655
13.06.2025 12:00;13.06.2025 14:00;-6,09;0,631;0,693;0,688;0,549
13.06.2025 13:00;13.06.2025 15:00;-6,01;0,585;0,618;0,622;0,428
13.06.2025 14:00;13.06.2025 16:00;-2,38;0,497;0,506;0,518;0,415
13.06.2025 15:00;13.06.2025 17:00;-0,01;0,377;0,36;0,376;0,383
13.06.2025 16:00;13.06.2025 18:00;35,9;0,239;0,196;0,213;0,247
13.06.2025 17:00;13.06.2025 19:00;80,04;0,111;0,051;0,064;0,102
13.06.2025 18:00;13.06.2025 20:00;108,9;0,037;0,018;0,017;0,036
13.06.2025 19:00;13.06.2025 21:00;111,19;0;0;0;0
13.06.2025 20:00;13.06.2025 22:00;94,9;0;0;0;0
13.06.2025 21:00;13.06.2025 23:00;90;0;0;0;0
13.06.2025 22:00;14.06.2025 00:00;71,3;0;0;0;0
13.06.2025 23:00;14.06.2025 01:00;73,99;0;0;0;0
14.06.2025 00:00;14.06.2025 02:00;71,2;0;0;0;0
14.06.2025 01:00;14.06.2025 03:00;66,15;0;0;0;0
14.06.2025 02:00;14.06.2025 04:00;66,88;0;0;0;0
14.06.2025 03:00;14.06.2025 05:00;68,06;0;0,012;0;0,008
14.06.2025 04:00;14.06.2025 06:00;64,52;0,031;0,04;0,036;0,04
14.06.2025 05:00;14.06.2025 07:00;54,68;0,097;0,17;0,114;0,137
14.06.2025 06:00;14.06.2025 08:00;20,3;0,225;0,332;0,27;0,295
14.06.2025 07:00;14.06.2025 09:00;7,74;0,378;0,479;0,435;0,445
14.06.2025 08:00;14.06.2025 10:00;0;0,511;0,593;0,553;0,564
14.06.2025 09:00;14.06.2025 11:00;-2,02;0,538;0,67;0,639;0,643
14.06.2025 10:00;14.06.2025 12:00;-9,08;0,483;0,707;0,682;0,685
14.06.2025 11:00;14.06.2025 13:00;-35,72;0,478;0,707;0,689;0,69
14.06.2025 12:00;14.06.2025 14:00;-38;0,543;0,671;0,657;0,659
14.06.2025 13:00;14.06.2025 15:00;-25,75;0,463;0,598;0,587;0,567
14.06.2025 14:00;14.06.2025 16:00;-6,7;0,213;0,49;0,447;0,463
14.06.2025 15:00;14.06.2025 17:00;-0,37;0,087;0,35;0,254;0,307
14.06.2025 16:00;14.06.2025 18:00;8,86;0,051;0,192;0,12;0,184
14.06.2025 17:00;14.06.2025 19:00;83,38;0,051;0,053;0,074;0,08
14.06.2025 18:00;14.06.2025 20:00;121,55;0,032;0,018;0,015;0,017
14.06.2025 19:00;14.06.2025 21:00;127,27;0;0;0;0
14.06.2025 20:00;14.06.2025 22:00;117,68;0;0;0;0
14.06.2025 21:00;14.06.2025 23:00;121,39;0;0;0;0
14.06.2025 22:00;15.06.2025 00:00;109;0;0;0;0
14.06.2025 23:00;15.06.2025 01:00;91,93;0;0;0;0
15.06.2025 00:00;15.06.2025 02:00;88,87;0;0;0;0
15.06.2025 01:00;15.06.2025 03:00;87,23;0;0;0;0
15.06.2025 02:00;15.06.2025 04:00;90,94;0;0;0;0
15.06.2025 03:00;15.06.2025 05:00;91,99;0;0,014;0;0,006
15.06.2025 04:00;15.06.2025 06:00;92,15;0,005;0,049;0,037;0,054
15.06.2025 05:00;15.06.2025 07:00;84,99;0,047;0,17;0,094;0,12
15.06.2025 06:00;15.06.2025 08:00;66,21;0,092;0,261;0,235;0,158
15.06.2025 07:00;15.06.2025 09:00;53,86;0,206;0,376;0,391;0,149
15.06.2025 08:00;15.06.2025 10:00;5,55;0,196;0,483;0,387;0,192
15.06.2025 09:00;15.06.2025 11:00;0;0,247;0,533;0,314;0,306
